"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","way","593765528","35.245124","-96.6989109","","","","Seminole","","","","2401","74868","","Wrangler Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","32","","","","","yes","","","","","","hospital","","","","","","","","","","AllianceHealth Seminole","","","","","","","","","24/7","","","","","","","","","","","","AllianceHealth","","","","","","","","","","","+1 405 303 4000","","","","","","","","","","","","","","https://www.myalliancehealth.com/alliancehealth-seminole","","",""
"","","","","","way","593916762","34.6922788","-99.9142881","","","","Hollis","","","","400","73550","","East Chestnut Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Harmon Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 688 3363","","","","","","","","","","","","","","https://harmonmemorial.com/","","",""
"","","","","","way","594194615","35.4902106","-96.6845773","","","","","","","","1322","74864","","Klabzuba Avenue","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Prague Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 567 4922","","","","","","","","","","","","","","https://www.praguehospital.com/","","",""
"","","","","","way","594209384","36.6965327","-95.6304368","","","","Nowata","","","","237","74048","","South Locust Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Jane Phillips Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Ascension","","","","","","","","","","","+1 918 273 3102","","","","","","","","","","","","","","https://www.stjohnhealthsystem.com/jane-phillips","","",""
"","","","","","way","594212233","33.9432142","-97.1309974","","","","Marietta","","","","300","73448","OK","Wanda Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Mercy Health Love County","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 276 3347","","","","","","","","","","","","","","https://www.mercyhealthlovecounty.com/","","",""
"","","","","","way","594236714","34.2227522","-97.4913374","","","","Healdton","","","","3462","73438","","Hospital Road","","","hospital","","","","","","","","","","","","","","","","","","","22","","","","","yes","","","","","","hospital","","","","","","","","","","Mercy Hospital Healdton","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 229 0701","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-hospital-healdton/","","",""
"","","","","","way","594269573","35.8102679","-97.9445529","","","","Kingfisher","","","","1000","73750","","Kingfisher Hospital Drive","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Mercy Hospital Kingfisher","","","","","","","","","24/7","","","","","","","","","","","","Mercy","","","","","","","Q19896177","en:Mercy (healthcare organization)","","","+1 405 375 3141","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-hospital-kingfisher/","","",""
"","","","","","way","594275721","35.0710179","-98.2282796","","","","Anadarko","","","","1002","73005","","East Central Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","The Physicians' Hospital In Anadarko","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 247 2551","","","","","","","","","","","","","","http://anadarkohospital.com/","","",""
"","","","","","way","594278181","36.5630999","-96.7070138","","","","Fairfax","","","","40","74637","","Hospital Road","","","hospital","","","","","","","","","","","","","","","","","","","15","","","","","yes","","","","","","hospital","","","","","","","","","","Fairfax Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 918 642 3291","","","","","","","","","","","","","","http://www.fairfaxcommunityhospital.com/","","",""
"","","","","","way","594284558","36.3091717","-96.4819725","","","","Cleveland","","","","1401","74020","","West Pawnee Street","","","hospital","","","","","","","","","","","","","","","","","","","14","","","","","yes","","","","","","hospital","","","","","","","","","","Cleveland Area Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 918 358 2501","","","","","","","","","","","","","","https://www.clevelandareahospital.com/","","",""
"","","","","","way","594288859","35.0893076","-96.3786216","","","","Holdenville","","","","100","74848","","McDougal Drive","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Holdenville General Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 379 4200","","","","","","","","","","","","","","https://holdenvillehospital.com/","","",""
"","","","","","way","594296631","35.5392304","-98.6622235","","","","Weatherford","","","","3701","73096","","East Main Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Weatherford Regional Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 772 5551","","","","","","","","","","","","","","https://weatherfordhospital.com/","","",""
"","","","","","way","594307662","36.8446389","-99.6286462","","","","Buffalo","","","","1003","73834","","US 64 North","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Harper County Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 735 2555","","","","","","","","","","","","","","https://www.hcchospital.com/","","",""
"","","","","","way","594338735","35.3027442","-98.9883131","","","","Cordell","","","","1220","73632","","North Glenn L English Street","","","hospital","","","","","","","","","","","","","","","","","","","14","","","","","yes","","","","","","hospital","","","","","","","","","","Cordell Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 832 3339","","","","","","","","","","","","CMH","","https://cordellmemorialhospital.com/","limited","",""
"","","","","","way","594348521","34.0807265","-96.7780092","","","","Madill","","","","901","73446","","South 5th Avenue","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","AllianceHealth Madill","","","","","","","","","24/7","","","","","","","","","","","","AllianceHealth","","","","","","","","","","","+1 580 795 3384","","","","","","","","","","","","","","https://www.myalliancehealth.com/alliancehealth-madill","","",""
"","","","","","way","594349554","36.1165246","-98.3151874","","","","Okeene","","","","207","73763","","East F Street","","","hospital","","","","","","","","","","","","","","","","","","","17","","","","","yes","","","","","","hospital","","","","","","","","","","Okeene Municipal Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 822 4417","","","","","","","","","","","","","","http://okeenehospital.wixsite.com/okeenehospital","","",""
"","","","","","way","594375648","36.2760767","-98.474611","","","","Fairview","","","","523","73737","","East State Road","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Fairview Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 227 3721","","","","","","","","","","","","","","https://www.fairviewregionalmedicalcenter.com/","","",""
"","","","","","way","594391157","35.043607","-94.6124084","","","","Poteau","","","","105","74953","","South Wall Street","","","hospital","","","","","","","","","","","","","","","","","","","43","","","","","yes","","","","","","hospital","","","","","","","","","","Eastern Oklahoma Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 918 647 8161","","","","","","","","","","","","EOMC","","https://eomchospital.com/","","",""
"","","","","","way","594391944","34.8923432","-99.5006928","","","","Mangum","","","","1","73554","","Wickersham Drive","","","hospital","","","","","","","","","","","","","","","","","","","18","","","","","yes","","","","","","hospital","","","","","","","","","","Mangum Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 782 3353","","","","","","","","","","","","MRMC","","http://www.mangumregional.org/","","",""
"","","","","","way","594395745","35.9983482","-96.6064752","","","","Drumright","","","","610","74030","","West Truck Bypass","","","hospital","","","","","","","","","","","","","","","","","","","15","","","","","yes","","","","","","hospital","","","","","","","","","","Drumright Regional Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 918 382 2300","","","","","","","","","","","","","","http://drumrighthospital.com/","","",""
"","","","","","way","594398272","36.2678226","-99.8821767","","","","Shattuck","","","","905","73858","","South Main Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Newman Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 938 2551","","","","","","","","","","","","","","https://newmanmemorialhospital.org/","","",""
"","","","","","way","594593996","36.1547256","-98.9229986","","","","Seiling","","","","809","73663","","US 60","","","hospital","","","","","","","","","","","","","","","","","","","18","","","","","yes","","","","","","hospital","","","","","","","","","","Seiling Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 377 1005","","","","","","","","","","","","","","https://www.seilingmunicipalhospital.org/","","",""
"","","","","","way","594631693","35.1075795","-98.6052112","","","","Carnegie","","","","102","73015","","North Broadway","","","hospital","","","","","","","","","","","","","","","","","","","17","","","","","yes","","","","","","hospital","","","","","","","","","","Carnegie Tri-County Municipal Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 580 654 1050","","","","","","","","","","","","CTCMH","","http://carnegiehospital.org/","","",""
"","","","","","way","605260800","41.2432038","-110.9906602","","","","Evanston","","","","190","82930","WY","Arrowhead Drive","","","hospital","","","","","","","","","","","","","2025-12-26","2025-12-26","EvanstonRegionalHospital","https://www.instagram.com/explore/locations/757002001/evanston-regional-hospital","yes","","42","","","","","yes","","","","","","hospital","","","","","","","","","","Evanston Regional Hospital","","","","","","","","","24/7","","","","","","yes","square","no","no","","","","","","","","","","","","","","+1 307 789 3636","","","","","","","","","","","","","","http://www.evanstonregionalhospital.com/","","",""
"","","","","","way","605265922","41.6025061","-109.2464556","","","","Rock Springs","","","","4401","82901","WY","College Drive","","","hospital","","","","","","","","","","","","","","","","","","","16","","","","","no","","","","","","hospital","","","","","","","","","","Aspen Mountain Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 352 8900","","","","","","","","","","","","","","https://aspenmountainmc.com/","","",""
"","","","","","way","605274206","42.8407659","-106.2257847","","","","Casper","","","","6550","82609","WY","East 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Wyoming Medical Center East Campus","","","","","","","","","","","","","","","","","","","","Mountain View Regional Hospital","Wyoming Medical Center","","","","","","","","","","","+1 307 995 8100","","","","","","","","","","","","","","https://wyomingmedicalcenter.org/","","",""
"","","","","","way","605274211","42.841649","-106.2309695","","","","Casper","","","","6350","82609","WY","East 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","16","","","","","yes","","","","","","hospital","","","","","","","","","","Summit Medical Center","","","","","","","Helipad at Wyoming Medical Center East Campus 600m east","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 307 232 6600","","","","","","","","","","","","","","https://summitmedicalcasper.com/","","",""
"","","","","","way","624237051","34.5238496","-106.2402124","","","","Mountainair","","","","105","87036","NM","E. Pinon Street","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","general","","","Mountainair Family Health Center","","","","","","","","","","","","","","","","","","","","","Presbyterian Medical Services","","","","","","","","","","","+1-505-847-2271","","","","","","","","","","","","","","pmsnm.comorg","yes","",""
"","","","","","way","710266233","36.0639962","-96.0035463","","","","Tulsa","US","","","6901","74132","OK","South Olympia Avenue West","","","hospital","","","","","","","","","hospital","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Tulsa Spine & Specialty Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 918 388 5701","","","","","","","","","","","","","","https://www.tulsaspinehospital.com/","","",""
"","","","","","way","727890473","36.0547252","-98.5849867","","","","Canton","","","","310","73724","OK","Walnut Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Great Salt Plains Health Center - Canton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-580-886-2200","","","","","","","","","","","","","","https://www.gsphealth.org/","","",""
"","","","","","way","755777434","41.2690027","-95.9484939","","","","Omaha","","","","2412","68131","NE","Cuming Street","CHI Health Creighton University Medical Center","","hospital","","","","","","","","","commercial","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","CHI Health Creighton University Medical Center - University Campus","","","","","","","","","","","","","","","","","","","","","Catholic Health Initiatives","","","","","","CHI","Q5053168","en:Catholic Health Initiatives","","","+1-402-449-4000","","","","","","","","","","Bing","","","","https://www.chihealth.com/en/location-search/cumcuc.html","","",""
"","","","","","way","839802633","38.2053743","-97.5170287","","","","Moundridge","","","","218","67107","","East Pack Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Mercy Hospital","","","","","","","","","","","","","","","","","","","","","Church of God in Christ Mennonite","","","","","","","","","","","+1 620 345 6391","","","","","","","","","","","","","","https://www.mercyh.org/","","",""
"","","","","","way","844469310","46.4538443","-108.5456489","","","","Roundup","","","","1202","59072","MT","3rd Street West","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","778774","","hospital","","","","","","","","","","Roundup Memorial Healthcare","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 323 2301","","","","","","","","","","Esri beta","","","","https://rmhmt.org/","","",""
"","","","","","way","846322079","42.8246859","-98.4686981","","","","Lynch","","","","401","68746","","South 5th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1845122","","hospital","","","","","","","","","","Niobrara Valley Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 569 2451","","","","","","","","","","Esri 20183","","","","http://www.nvhcares.org/","","",""
"","","","","","way","862929453","39.3259803","-95.2701363","","","","Winchester","","","","408","66097","KS","Delaware Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2509412","","hospital","","","","","","","","","","F.W. Huston Medical Center","","","","","","","","","","","","","","","","","","","","Jefferson County Memorial Hospital and Geriatric Center","","","","","","","","","","","","+1 844 536 9449","","","","","","","","","","","","","","https://fwhuston.com/","","",""
"","","","","","way","866133099","39.3338646","-95.7699821","","","","Mayetta","","","","11400","66509-0249","KS","158 Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Prarie Band Potawatomi Health Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-785-966-8200","","","","","","","","","","","","","","https://www.pbpindiantribe.com/health-center/","","",""
"","","","","","way","991000896","36.7869664","-98.6702548","","","","","","","","","","","","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","park","","","","","","","","","Share Medical Center","","","","","","","","","24/7","","","","","","","","","","","","City of Alva","","","","","","","","","","","","","","","Mo-Fr 8:00-20:00;Sa,Su 10:00-16:00","","","","","","","","","","https://www.smcok.com/","","",""
"","","","","","way","995420615","38.8499688","-94.8308508","","","","","","","","21277","66061","","West 153rd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Children’s Mercy and Camber Mental Health Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-913-890-7500;+1-913-890-7468","","","","","","","","","","","","","","https://cmcmentalhealth.org","","",""
"","","","","","way","1015962926","35.6170366","-106.0323548","","","","Santa Fe","","","","5501","87507","NM","Herrera Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Christus Saint Vincent Entrada Contenta Health Center","","","","","","","","","Mo-Fr 09:00-20:00; Sa,Su 09:00-18:00; PH 10:00-14:00","","","","","","","","","","","","CHRISTUS Health","","","","","","","Q5011309","en:Christus Health","private","","+1 505-913-4180","","","","yes","","","","","","","","","","http://www.stvin.org/entrada-contenta-health-center-urgent-care","","",""
"","","","","","way","1029933472","39.0358423","-95.7656794","","","","Topeka","","","","6135","66615","KS","Southwest 17th Street","","","hospital","","","","","","","","","","","","","","","","","","info@topekahospital.com","","","","","","yes","","","+1-785-670-6757","","","hospital","","","","","","","","","","Topeka ER & Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-785-670-6760","","","","","","","","","","","","","","https://www.topekahospital.com/","","",""
"","","","","","way","1090826321","45.7433601","-108.605012","","","","Billings","","","","3528","59102","MT","Gabel Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Advanced Care Hospital of Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.achm.ernesthealth.com/","","",""
"","","","","","way","1106083654","35.5067669","-97.55504","","","","Oklahoma City","","","","2400","73112","OK","Northwest 36th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","OCCHD Sequoyah Learning and Wellness Academy","","","","","","","","","08:00-16:00","","","","","","","","","","","","Oklahoma City County Health Department","+1 405 427 8651","","","","","","","","government","vocational","","","","","","","","","","","","","","","https://www.occhd.org","","",""
"","","","","","way","1138285769","37.9696429","-100.8692748","","","","Garden City","","","","401","67846","","East Spruce Street","","","hospital","","","","","","","","","","","","","","","","","","","113","","","","","yes","","","","","","hospital","","","","","","","","","","St. Catherine's Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 620 272 2222","","","","","","","","","","","","","","https://www.stcatherinehosp.org/","","Q50036960",""
"","","","","","way","1173178101","31.8421353","-106.6194333","","","","Santa Teresa","","","","5065","88008","NM","Mcnutt Road","","","hospital","","","","","","","","","","","","","","","","","","","88","","","","","","","","","","","hospital","","","","","","","psychiatry","","","Peak Behavioral Health Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 589 3000","","","","","","","","","","","","","","https://www.peakbehavioral.com","","",""
"","","","","","way","1173553998","35.3878386","-97.4115613","","","","Midwest City","","","","7900","73135","OK","Mid-America Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","hospital","","","","","","","","","","Mercy Rehabilitation Hospital Oklahoma City South","","","","","","","","","","","","","","","","","","","","","Mercy","","","","","","","Q19896177","","","","+1 469 351 3321","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-rehabilitation-hospital-oklahoma-city-south/","","",""
"","","","","","way","1178279745","31.8422342","-106.62257","","","","Santa Teresa","","","","5065","88008","NM","McNutt Road","","","hospital","","","","","","","","","","","","","","","","","","","119","","","","","no","","","","933925","","hospital","","","","","","","psychiatry","","","Peak Behavioral Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 589 3000","","","","","","","","","","","","","","https://www.peakbehavioral.com/","","",""
"","","","","","way","1183706628","35.0879718","-106.652845","","","","Albuquerque","","","","500","87102","NM","Marquette Avenue Northwest","","","hospital","","","","BridgeCare ABA compassionately provides ABA therapy services that help children with autism master new skills.  At BridgeCare ABA, we’re dedicated to seeing every child thrive, regardless of their unique challenges and obstacles.","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","mental_health_clinic","https://uploads-ssl.webflow.com/644a835293a88f3a6e64f9a6/644a858219d140af9d4f4af7_bridgecare-aba-p-500.png","","BridgeCare ABA: Therapy For Autism","","","","","","","","","Mo-Th 09:00-18:00; Fr 09:00-15:30; Sa 09:00-18:00","","","","","","","","","","","","","","","","","","","","","","","+1-505-209-2585","","","","","","","","","","","","","","https://www.bridgecareaba.com/locations/new-mexico","","",""
"","","","","","way","1194602717","36.114739","-95.8905079","","","","Tulsa","US","","","3219","74145","OK","South 79th Avenue East","","","hospital","","","","","","","","","hospital","","","","","","","","","","60","","","","","","","","","","","hospital","","","","","","","","","","Post Acute Medical Specialty Hospital Of Tulsa","","","","","","","","","","","","","","","","","","","","","","","white","tar_paper","flat","","","","","","","","","","","","","","","","","","","","","https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Tulsa","","",""
"","","","","","way","1202588451","43.612359","-116.2910525","","","","Boise","","","","8800","83704","ID","West Emerald Street","","","hospital","","","","","","","","","","","","","","","","","","","10","","","","","no","","","","","","hospital","","","","","","","surgery","","","Treasure Valley Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208 373 5000","","","","","","","","","","","","","","https://treasurevalleyhospital.com/","","",""
"","","","","","way","1216914262","36.1581806","-95.8494084","","","","Tulsa","","","","201","74128","OK","South Garnett Road East","","","hospital","","","","","","","","","hospital","","","","","","","","","","64","","","","","","","","","","","hospital","","","","","","","psychiatry","","","Brookhaven Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 918 438 4257","","","","","","","","","","","","","","https://traumaticbraininjury.net","","",""
"","","","","","way","1230952065","35.4501219","-97.4286687","","","","Del City","","","","4801","73115","","Southeast 15th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","INTEGRIS Health Community Hospital - Del City","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 500 3380","","","","","","","","","","microsoft/BuildingFootprints","","","","https://integriscommunityhospital.com/locations/del-city/","","",""
"","","","","","way","1256758826","34.1720135","-103.3531942","","","","Portales","","","","","88130","NM","1604 W 18th St","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","physiotherapist","","","","","","","","","","Heartland Continuing Care Center","","","","","","","","","Mo-Fr 09:00-19:00","","yes","yes","yes","yes","","","","","","","","","","","","","","","","","","+1-575-359-4719","","","","","","","","","","","","","","https://heartlandcontinuingcarecenter.com","","",""
"","","","","","way","1258666929","34.7845261","-96.6272241","","","","","","","","1000","74820","OK","Rolling Hills Lane","","","hospital","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","hospital","","","","","","","psychiatry","","","Rolling Hills Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 580 436 3600","","","","","","","","","","","","","","https://www.rollinghillshospital.com","","",""
"","","","","","way","1262773878","35.5345788","-97.4666955","","","","Oklahoma City","","","","","73111","OK","","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Oklahoma City - County Health Department Campus North","","","","","","","","","Mo-Fr 08:00-16:30","","","","","","","","","","","","Oklahoma City County Health Department","","","","","","","","","government","","+1 405 427 8651","","","","","","","","","","","","","","https://www.occhd.org","","",""
"","","","","","way","1301602848","43.0048641","-108.8826783","","","","Fort Washakie","","","","29","82514","WY","Black Coal Drive","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Fort Washakie Health Center","","","","","","","","","Mo-Fr 08:00-18:00","","","","","","","","","","","","Indian Health Service","","","","","","IHS","Q6020429","","public","","+1-307-332-7300","","","","","","","","","","","","","","https://www.ihs.gov","","",""
"","","","","","way","1304308181","34.1856645","-103.3515832","","","","","","","","","","","","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","La Casa Family Health Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 356 6695","","","","","","","","","","","","","","https://lacasahealth.com/","","",""
"","","","","","way","1373284983","35.0275753","-106.679342","","","","Albuquerque","","","","3436","87105","NM","Isleta Boulevard Southwest","","","hospital","","","","","","","","","hospital","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","PHS PRESNow 24/7 Urgent and Emergency Care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.phs.org/doctors-services/services-centers/urgent-care/urgent-care/Pages/presnow-247-isleta.aspx","","",""
"","","","","","way","1395131119","35.1319098","-106.5905998","","","","Albuquerque","","","","4701","87109","NM","Montgomery Boulevard Northeast","","","hospital","","","","","","","","","","","","","","","","","","","53","","","","","yes","","","","","","hospital","","","","","","","","","","Lovelace Women's Hopsital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-505-727-7800","","","","","","","","","yes","","","","","https://lovelace.com/find-a-provider/location/entity1622/","yes","",""
"","","","","","way","1424808167","35.7522425","-95.4126131","","","","Muskogee","","","","351","74401-4916","OK","South 40th Street","","","hospital","","","","","","","","","","","","","","","","","","","64","","","","","no","","","","","","hospital","","","","","","","","","","Cornerstone Specialty Hospitals Muskogee","","","","","","","","","","","","","","","","","","","","","Cornerstone Specialty Hospitals","","","","","","","","","","","","","","","","","","","","","","","","","https://www.chghospitals.com/location-muskogee/","","",""
"","","","","","relation","5476519","33.436271","-104.5092944","","","","Roswell","","","","3200","88201","NM","Mission Arch Drive","","","hospital","","","","","","","","","apartments","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Mission Arch Care & Rehabilitation Center","","","","","","","","","","","","","","","","","","","","","Genesis HealthCare","","","","","","","","","","","+1-575-624-2583","","","","","","","","","","Bing","multipolygon","","","http://www.genesishcc.com/MissionArch","","",""
"","","","","","relation","5956382","34.9366975","-95.7497149","","","","McAlester","","","","1","74501","","Clark Bass Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","22","","","","","yes","","","","2504744","","hospital","","","","","","","","","","McAlester Regional Health Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 918 426 1800","","","","","","","","","","","multipolygon","","","https://www.mrhcok.com/","","",""
